,tweet_id,source_x,date,time,rating_numerator,rating_denominator,name,dog_stages,jpg_url,predicted dog breed,degree of confidence,number of retweets,number of likes
245,692568918515392513,Twitter for iPhone,2016-28-01,04:44:32,12,10,Chester,None,https://pbs.twimg.com/media/CZx_wV2UMAArgsJ.jpg,golden_retriever,0.636845,1397,4041
246,695314793360662529,Twitter for iPhone,2016-04-02,18:35:39,10,10,Colin,None,https://pbs.twimg.com/media/CaZBErSWEAEdXk_.jpg,Maltese_dog,0.678547,1303,3346
247,695409464418041856,Twitter for iPhone,2016-05-02,00:51:51,10,10,Bob,None,https://pbs.twimg.com/media/CaaXN5LUYAEzAh-.jpg,pug,0.997445,3259,8014
249,695629776980148225,Twitter for iPhone,2016-05-02,15:27:17,8,10,Calvin,None,https://pbs.twimg.com/media/Cadfl6zWcAEZqIW.jpg,Old_English_sheepdog,0.693857,1900,4209
250,695794761660297217,Twitter for iPhone,2016-06-02,02:22:53,13,10,Wyatt,None,https://pbs.twimg.com/media/Caf1pQxWIAEme3q.jpg,Samoyed,0.962139,709,2922
252,696405997980676096,Twitter for iPhone,2016-07-02,18:51:43,7,10,Berb,None,https://pbs.twimg.com/media/Caohi_hWcAAQCni.jpg,borzoi,0.132845,1054,2933
254,696754882863349760,Twitter for iPhone,2016-08-02,17:58:03,10,10,Reptar,None,https://pbs.twimg.com/media/Cate3eLUcAEIuph.jpg,toy_poodle,0.0983781,329,1375
256,696900204696625153,Twitter for iPhone,2016-09-02,03:35:31,12,10,Rosie,None,https://pbs.twimg.com/media/CavjCdJW0AIB5Oz.jpg,Chihuahua,0.2977349999999999,941,2928
257,697242256848379904,Twitter for iPhone,2016-10-02,02:14:42,10,10,Oakley,None,https://pbs.twimg.com/media/Ca0aIR9WcAAHiPy.jpg,Eskimo_dog,0.0635328,618,2334
258,697255105972801536,Twitter for iPhone,2016-10-02,03:05:46,10,10,Charlie,None,https://pbs.twimg.com/media/Ca0lzzmWwAA5u56.jpg,Great_Dane,0.173989,1058,2855
259,697259378236399616,Twitter for iPhone,2016-10-02,03:22:44,8,10,getting,None,https://pbs.twimg.com/media/Ca0ps3AXEAAnp9m.jpg,Great_Dane,0.999223,908,3050
260,697270446429966336,Twitter for iPhone,2016-10-02,04:06:43,10,10,Bentley,None,https://pbs.twimg.com/media/Ca0zxGjW8AEfyYl.jpg,toy_poodle,0.880014,1719,4354
263,697575480820686848,Twitter for iPhone,2016-11-02,00:18:49,8,10,Ole,None,https://pbs.twimg.com/media/Ca5JMvMUsAAGMll.jpg,whippet,0.119805,455,1896
266,688547210804498433,Twitter for iPhone,2016-17-01,02:23:42,9,10,Frönq,None,https://pbs.twimg.com/media/CY42CFWW8AACOwt.jpg,papillon,0.531279,627,2405
267,695051054296211456,Twitter for iPhone,2016-04-02,01:07:39,6,10,Brian,None,https://pbs.twimg.com/media/CaVRP4GWwAERC0v.jpg,Boston_bull,0.761454,718,2441
268,692894228850999298,Twitter for iPhone,2016-29-01,02:17:12,10,10,Tupawc,None,https://pbs.twimg.com/media/CZ2nn7BUsAI2Pj3.jpg,German_short-haired_pointer,0.876977,718,2089
272,693155686491000832,Twitter for iPhone,2016-29-01,19:36:08,12,10,Dunkin,None,https://pbs.twimg.com/media/CZ6VatdWwAAwHly.jpg,Shih-Tzu,0.69748,2906,7274
273,693231807727280129,Twitter for iPhone,2016-30-01,00:38:37,9,10,Bodie,None,https://pbs.twimg.com/media/CZ7aplIUsAAq-8s.jpg,vizsla,0.8764129999999999,673,2661
274,693280720173801472,Twitter for iPhone,2016-30-01,03:52:58,10,10,Sadie,None,https://pbs.twimg.com/media/CZ8HIsGWIAA9eXX.jpg,Labrador_retriever,0.340008,1126,3095
278,693642232151285760,Twitter for iPhone,2016-31-01,03:49:30,9,10,Freddery,None,https://pbs.twimg.com/media/CaBP7i9W0AAJrIs.jpg,Scottish_deerhound,0.111893,378,2362
280,693942351086120961,Twitter for iPhone,2016-31-01,23:42:03,10,10,Kobe,None,https://pbs.twimg.com/media/CaFg41YWkAAdOjy.jpg,groenendael,0.550796,331,1626
281,694001791655137281,Twitter for iPhone,2016-01-02,03:38:15,11,10,Chester,None,https://pbs.twimg.com/media/CaGW8JQUMAEVtLl.jpg,Pembroke,0.769999,926,3148
282,694183373896572928,Twitter for iPhone,2016-01-02,15:39:48,9,10,Lola,None,https://pbs.twimg.com/media/CaI8Fn0WAAIrFJN.jpg,Pekinese,0.08087,844,2715
284,694352839993344000,Twitter for iPhone,2016-02-02,02:53:12,10,10,Oliviér,None,https://pbs.twimg.com/media/CaLWOPfWkAAo2Dt.jpg,Australian_terrier,0.407886,544,1885
287,688385280030670848,Twitter for iPhone,2016-16-01,15:40:14,12,10,Louis,None,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,golden_retriever,0.900437,4086,8568
291,683391852557561860,Twitter for iPhone,2016-02-01,20:58:09,11,10,Jack,None,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,French_bulldog,0.992833,2181,7056
293,683498322573824003,Twitter for iPhone,2016-03-01,04:01:13,11,10,Griffin,None,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,Airedale,0.945362,874,2934
294,683742671509258241,Twitter for iPhone,2016-03-01,20:12:10,11,10,Sebastian,None,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,Pembroke,0.895279,3013,5985
295,683773439333797890,Twitter for iPhone,2016-03-01,22:14:26,9,10,Buddy,None,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,miniature_pinscher,0.0728852,1221,3078
296,683030066213818368,Twitter for iPhone,2016-01-01,21:00:32,10,10,Lulu,None,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,boxer,0.722218,671,2001
297,683849932751646720,Twitter for iPhone,2016-04-01,03:18:23,5,10,Jiminy,None,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,Mexican_hairless,0.164906,856,2418
298,683852578183077888,Twitter for iPhone,2016-04-01,03:28:54,10,10,Tiger,None,https://pbs.twimg.com/media/CX2ISqSWYAAEtCF.jpg,toy_poodle,0.5513520000000001,316,1797
299,683857920510050305,Twitter for iPhone,2016-04-01,03:50:08,10,10,Sadie,None,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,bluetick,0.174738,1021,3528
300,684097758874210310,Twitter for iPhone,2016-04-01,19:43:10,10,10,Lupe,None,https://pbs.twimg.com/media/CX5nR5oWsAAiclh.jpg,Labrador_retriever,0.6278560000000001,1299,3802
302,684177701129875456,Twitter for iPhone,2016-05-01,01:00:50,10,10,Kulet,None,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,chow,0.334783,594,1867
304,684195085588783105,Twitter for iPhone,2016-05-01,02:09:54,9,10,Tino,None,https://pbs.twimg.com/media/CX6_y6OU0AAl3v2.jpg,Chihuahua,0.379365,457,1764
307,684241637099323392,Twitter for iPhone,2016-05-01,05:14:53,12,10,Obi,None,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,Pembroke,0.508498,2954,7496
308,684460069371654144,Twitter for iPhone,2016-05-01,19:42:51,10,10,Jeph,None,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,Labrador_retriever,0.673691,503,1821
309,684481074559381504,Twitter for iPhone,2016-05-01,21:06:19,10,10,Pippa,None,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,Chihuahua,0.93781,1071,3573
310,682962037429899265,Twitter for iPhone,2016-01-01,16:30:13,7,11,Darrel,None,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,Chihuahua,0.1552069999999999,14906,33843
311,682750546109968385,Twitter for iPhone,2016-01-01,02:29:49,9,10,Taco,None,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,English_setter,0.947198,398,1407
312,681281657291280384,Twitter for iPhone,2015-28-12,01:12:59,11,10,Sarge,None,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,Saint_Bernard,0.99883,997,2965
313,681297372102656000,Twitter for iPhone,2015-28-12,02:15:26,12,10,actually,None,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,Lhasa,0.482401,857,2959
315,681320187870711809,Twitter for iPhone,2015-28-12,03:46:05,11,10,Glacier,None,https://pbs.twimg.com/media/CXSJGAQUQAAoG9Q.jpg,Samoyed,0.362596,672,2415
316,681339448655802368,Twitter for iPhone,2015-28-12,05:02:37,9,10,Asher,None,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,Labrador_retriever,0.0946148999999999,3708,8565
317,681523177663676416,Twitter for iPhone,2015-28-12,17:12:42,12,10,Carly,None,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,Norfolk_terrier,0.205067,5216,13193
318,681579835668455424,Twitter for iPhone,2015-28-12,20:57:50,8,10,Apollo,None,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,Rottweiler,0.760671,1179,3258
320,681981167097122816,Twitter for iPhone,2015-29-12,23:32:35,12,10,Jimothy,None,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,Labrador_retriever,0.452577,922,2600
325,682259524040966145,Twitter for iPhone,2015-30-12,17:58:40,9,10,Jax,None,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,Siberian_husky,0.43967,1079,3815
326,682303737705140231,Twitter for iPhone,2015-30-12,20:54:22,9,10,Todo,None,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,Lakeland_terrier,0.00173092,886,2827
327,682389078323662849,Twitter for iPhone,2015-31-12,02:33:29,9,10,Brody,None,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,curly-coated_retriever,0.482288,424,1544
328,682393905736888321,Twitter for iPhone,2015-31-12,02:52:40,11,10,Kreg,None,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,vizsla,0.657275,598,2077
331,682662431982772225,Twitter for iPhone,2015-31-12,20:39:41,11,10,Joey,None,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,beagle,0.4138239999999999,988,2820
333,682032003584274432,Twitter for iPhone,2015-30-12,02:54:35,11,10,Ulysses,None,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,schipperke,0.997953,1797,6069
334,697943111201378304,Twitter for iPhone,2016-12-02,00:39:39,10,10,Cassie,None,https://pbs.twimg.com/media/Ca-XjfiUsAAUa8f.jpg,Great_Dane,0.126924,618,2210
341,687109925361856513,Twitter for iPhone,2016-13-01,03:12:26,11,10,Baxter,None,https://pbs.twimg.com/media/CYka1NTWMAAOclP.jpg,borzoi,0.883086,2240,5372
342,687124485711986689,Twitter for iPhone,2016-13-01,04:10:18,11,10,Samson,None,https://pbs.twimg.com/media/CYkoE10WEAAWqxm.jpg,beagle,0.0002162059999999,462,2020
343,687127927494963200,Twitter for iPhone,2016-13-01,04:23:58,9,10,Gordon,None,https://pbs.twimg.com/media/CYkrNIVWcAMswmP.jpg,pug,0.178205,2057,4980
344,687317306314240000,Twitter for iPhone,2016-13-01,16:56:30,11,10,Tyrone,None,https://pbs.twimg.com/media/CYnXcLEUkAAIQOM.jpg,Shih-Tzu,0.747208,8360,18679
345,686606069955735556,Twitter for iPhone,2016-11-01,17:50:18,10,10,Horace,None,https://pbs.twimg.com/media/CYdQktMWsAEI29_.jpg,Labrador_retriever,0.3200119999999999,492,1754
347,687494652870668288,Twitter for iPhone,2016-14-01,04:41:12,7,10,Marq,None,https://pbs.twimg.com/media/CYp4vFrVAAEs9AX.jpg,Rottweiler,0.391471,530,1763
348,687664829264453632,Twitter for iPhone,2016-14-01,15:57:26,11,10,Opal,None,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,pug,0.957365,471,1807
349,687807801670897665,Twitter for iPhone,2016-15-01,01:25:33,11,10,Trooper,None,https://pbs.twimg.com/media/CYuVi9pWwAAbOGC.jpg,Staffordshire_bullterrier,0.151113,660,2203
350,687826841265172480,Twitter for iPhone,2016-15-01,02:41:12,12,10,Louis,None,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,Pomeranian,0.99721,1013,2527
351,688064179421470721,Twitter for iPhone,2016-15-01,18:24:18,11,10,Kilo,None,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,Eskimo_dog,0.240602,324,1601
353,687460506001633280,Twitter for iPhone,2016-14-01,02:25:31,10,10,Kramer,None,https://pbs.twimg.com/media/CYpZrtDWwAE8Kpw.jpg,Boston_bull,0.2233659999999999,492,1909
354,684800227459624960,Twitter for iPhone,2016-06-01,18:14:31,11,10,Theodore,None,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,miniature_schnauzer,0.294457,906,2517
355,684902183876321280,Twitter for iPhone,2016-07-01,00:59:40,11,10,Perry,None,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,Pembroke,0.708034,467,1718
357,684926975086034944,Twitter for iPhone,2016-07-01,02:38:10,11,10,Bruiser,None,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,Labrador_retriever,0.769412,417,3227
358,684940049151070208,Twitter for iPhone,2016-07-01,03:30:07,12,10,Oreo,None,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,Border_collie,0.665578,948,2965
360,685198997565345792,Twitter for iPhone,2016-07-01,20:39:06,11,10,Alfie,None,https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,Old_English_sheepdog,0.00967138,589,2143
362,685321586178670592,Twitter for iPhone,2016-08-01,04:46:13,10,10,Rocky,None,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,Boston_bull,0.972483,580,2451
363,686386521809772549,Twitter for iPhone,2016-11-01,03:17:53,11,10,Crimson,None,https://pbs.twimg.com/media/CYaI5aaW8AE8Uyk.jpg,Yorkshire_terrier,0.477704,792,3016
364,685663452032069632,Twitter for iPhone,2016-09-01,03:24:40,12,10,Brooks,None,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,Chesapeake_Bay_retriever,0.171174,1335,2978
365,685906723014619143,Twitter for iPhone,2016-09-01,19:31:20,9,10,Olive,None,https://pbs.twimg.com/media/CYTUhn7WkAEXocW.jpg,Yorkshire_terrier,0.414963,2596,6911
366,685973236358713344,Twitter for iPhone,2016-09-01,23:55:38,11,10,Lorelei,None,https://pbs.twimg.com/media/CYURBGoWYAAKey3.jpg,Siberian_husky,0.4506779999999999,477,1941
369,686050296934563840,Twitter for iPhone,2016-10-01,05:01:51,11,10,Flávio,None,https://pbs.twimg.com/media/CYVXBb9WsAAwL3p.jpg,Pomeranian,0.985789,664,2066
372,697990423684476929,Twitter for iPhone,2016-12-02,03:47:39,11,10,Doug,None,https://pbs.twimg.com/media/Ca_ClYOW0AAsvpE.jpg,Pembroke,0.984783,1174,3021
374,698178924120031232,Twitter for iPhone,2016-12-02,16:16:41,10,10,Lily,None,https://pbs.twimg.com/media/CbBuBhbWwAEGH29.jpg,Chesapeake_Bay_retriever,0.3518679999999999,678,2598
375,710588934686908417,Twitter for iPhone,2016-17-03,22:09:38,12,10,Beemo,None,https://pbs.twimg.com/media/CdyE2x1W8AAe0TG.jpg,Pembroke,0.982004,1701,4190
377,710833117892898816,Twitter for iPhone,2016-18-03,14:19:56,12,10,Sora,None,https://pbs.twimg.com/media/Cd1i8qvUkAE-Jlr.jpg,Pembroke,0.803742,476,2478
378,710844581445812225,Twitter for iPhone,2016-18-03,15:05:29,10,10,Staniel,None,https://pbs.twimg.com/media/Cd1tYGmXIAAoW5b.jpg,Pembroke,0.200407,614,2357
379,710997087345876993,Twitter for iPhone,2016-19-03,01:11:29,12,10,Milo,None,https://pbs.twimg.com/media/Cd34FClUMAAnvGP.jpg,malamute,0.28126,1267,4226
384,711743778164514816,Twitter for iPhone,2016-21-03,02:38:34,11,10,Roosevelt,None,https://pbs.twimg.com/media/CeCfMPDW0AAAEUj.jpg,Lakeland_terrier,0.4595149999999999,912,2624
385,712085617388212225,Twitter for iPhone,2016-22-03,01:16:55,11,10,Olive,None,https://pbs.twimg.com/media/CeHWFksXIAAyypp.jpg,Shih-Tzu,0.625129,438,3021
388,712438159032893441,Twitter for iPhone,2016-23-03,00:37:48,11,10,Kane,None,https://pbs.twimg.com/media/CeMWubMWwAA6GwF.jpg,Great_Pyrenees,0.069457,1422,4917
389,712668654853337088,Twitter for iPhone,2016-23-03,15:53:42,10,10,Sunny,None,https://pbs.twimg.com/media/CePoVTyWsAQEz1g.jpg,Labrador_retriever,0.829058,1103,3836
391,871879754684805121,Twitter for iPhone,2017-06-06,00:01:46,13,10,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,9248,33115
392,713175907180089344,Twitter for iPhone,2016-25-03,01:29:21,10,10,Opie,None,https://pbs.twimg.com/media/CeW1tERWAAAA9Q2.jpg,malamute,0.4306239999999999,1337,4098
393,713177543487135744,Twitter for iPhone,2016-25-03,01:35:51,10,10,Lance,None,https://pbs.twimg.com/media/CeW3MWMWQAEOMbq.jpg,whippet,0.734244,2600,6665
395,713761197720473600,Twitter for iPhone,2016-26-03,16:15:05,12,10,Piper,None,https://pbs.twimg.com/media/CefKBOuWIAAIlKD.jpg,Brittany_spaniel,0.797936,1244,4475
398,710283270106132480,Twitter for iPhone,2016-17-03,01:55:02,11,10,Gunner,None,https://pbs.twimg.com/media/Cdtu3WRUkAAsRVx.jpg,Shih-Tzu,0.932401,482,2001
400,708349470027751425,Twitter for iPhone,2016-11-03,17:50:48,11,10,River,None,https://pbs.twimg.com/media/CdSQFWOWAAApgfq.jpg,basenji,0.187158,677,2194
401,708356463048204288,Twitter for iPhone,2016-11-03,18:18:36,10,10,Oliver,None,https://pbs.twimg.com/media/CdSWcc1XIAAXc6H.jpg,pug,0.871283,1201,3307
402,708469915515297792,Twitter for iPhone,2016-12-03,01:49:25,11,10,Bobble,None,https://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,Chihuahua,0.748163,733,2858
403,708479650088034305,Twitter for iPhone,2016-12-03,02:28:06,13,10,Bear,None,https://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,Shih-Tzu,0.218479,619,2347
404,708711088997666817,Twitter for iPhone,2016-12-03,17:47:45,11,10,Smokey,None,https://pbs.twimg.com/media/CdXY-GHWoAALing.jpg,German_short-haired_pointer,0.0526946,641,2345
405,708738143638450176,Twitter for iPhone,2016-12-03,19:35:15,11,10,Coco,None,https://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg,Pomeranian,0.933457,742,2549
406,708810915978854401,Twitter for iPhone,2016-13-03,00:24:26,10,10,Mister,None,https://pbs.twimg.com/media/CdYzwuYUIAAHPkB.jpg,golden_retriever,0.976139,6270,15243
407,708834316713893888,Twitter for iPhone,2016-13-03,01:57:25,10,10,Malikai,None,https://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg,Eskimo_dog,0.283945,452,1556
408,709042156699303936,Twitter for iPhone,2016-13-03,15:43:18,9,10,Klevin,None,https://pbs.twimg.com/media/CdcGBB3WwAAGBuU.jpg,Rottweiler,0.0681793,1483,4349
409,709158332880297985,Twitter for iPhone,2016-13-03,23:24:56,10,10,Rodney,None,https://pbs.twimg.com/media/CddvvSwWoAUObQw.jpg,Siberian_husky,0.212957,367,1883
410,710272297844797440,Twitter for iPhone,2016-17-03,01:11:26,11,10,infuriating,None,https://pbs.twimg.com/media/Cdtk414WoAIUG0v.jpg,Old_English_sheepdog,0.586307,1146,4155
411,709207347839836162,Twitter for iPhone,2016-14-03,02:39:42,11,10,Penny,None,https://pbs.twimg.com/media/CdecUSzUIAAHCvg.jpg,Chihuahua,0.948323,5196,11447
412,709225125749587968,Twitter for iPhone,2016-14-03,03:50:21,11,10,Walker,None,https://pbs.twimg.com/media/Cdese-zWEAArIqE.jpg,Labrador_retriever,0.271109,522,2216
413,709409458133323776,Twitter for iPhone,2016-14-03,16:02:49,8,10,Billy,None,https://pbs.twimg.com/media/CdhUIMSUIAA4wYK.jpg,Shetland_sheepdog,0.79745,617,2431
414,709449600415961088,Twitter for iPhone,2016-14-03,18:42:20,10,10,Karma,None,https://pbs.twimg.com/media/Cdh4pgAW0AEKJ_a.jpg,Maltese_dog,0.780187,520,2029
415,709519240576036864,Twitter for iPhone,2016-14-03,23:19:03,9,10,Vince,None,https://pbs.twimg.com/media/Cdi3-f7W8AUOm9T.jpg,cocker_spaniel,0.4149819999999999,219,1388
416,709556954897764353,Twitter for iPhone,2016-15-03,01:48:55,12,10,Cecil,None,https://pbs.twimg.com/media/CdjaSFCWAAAJZh3.jpg,golden_retriever,0.790026,976,3029
417,709566166965075968,Twitter for iPhone,2016-15-03,02:25:31,12,10,Olaf,None,https://pbs.twimg.com/media/Cdjiqi6XIAIUOg-.jpg,chow,0.999837,1077,3261
420,709918798883774466,Twitter for iPhone,2016-16-03,01:46:45,12,10,Watson,None,https://pbs.twimg.com/media/CdojYQmW8AApv4h.jpg,Pembroke,0.956222,996,3234
421,710140971284037632,Twitter for iPhone,2016-16-03,16:29:35,8,10,Tater,None,https://pbs.twimg.com/media/Cdrtcr-W4AAqi5H.jpg,Pekinese,0.95317,807,2525
422,710153181850935296,Twitter for iPhone,2016-16-03,17:18:07,11,10,Lacy,None,https://pbs.twimg.com/media/Cdr4jO2UAAAIo6W.jpg,cocker_spaniel,0.00271296,814,2688
424,708149363256774660,Twitter for iPhone,2016-11-03,04:35:39,10,10,Jebberson,None,https://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg,Cardigan,0.350993,1415,3996
426,717841801130979328,Twitter for iPhone,2016-06-04,22:29:56,11,10,Barclay,None,https://pbs.twimg.com/media/CfZJTphWAAAl5Ys.jpg,Brittany_spaniel,0.922876,545,2278
427,718234618122661888,Twitter for iPhone,2016-08-04,00:30:51,11,10,Suki,None,https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,malamute,0.370152,915,3573
428,718246886998687744,Twitter for iPhone,2016-08-04,01:19:36,3,10,Alexanderson,None,https://pbs.twimg.com/media/Cfe5tLWXEAIaoFO.jpg,Chihuahua,0.354488,448,1766
430,718460005985447936,Twitter for iPhone,2016-08-04,15:26:28,9,10,Bowie,None,https://pbs.twimg.com/media/Cfh7j6CWQAAndTd.jpg,Boston_bull,0.252781,480,2513
432,718613305783398402,Twitter for iPhone,2016-09-04,01:35:37,11,10,Carper,None,https://pbs.twimg.com/media/CfkG_PMWsAAH0MZ.jpg,Labrador_retriever,0.58458,430,2263
434,718939241951195136,Twitter for iPhone,2016-09-04,23:10:47,12,10,Otis,None,https://pbs.twimg.com/media/CfovbK4WIAAkTn3.jpg,Pembroke,0.7663270000000001,1587,4814
435,718971898235854848,Twitter for iPhone,2016-10-04,01:20:33,10,10,Sadie,None,https://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg,golden_retriever,0.140394,986,3216
436,719332531645071360,Twitter for iPhone,2016-11-04,01:13:34,11,10,Pippa,None,https://pbs.twimg.com/media/CfuVGl3WEAEKb16.jpg,Dandie_Dinmont,0.224415,860,3184
437,719339463458033665,Twitter for iPhone,2016-11-04,01:41:07,10,10,Lucy,None,https://pbs.twimg.com/media/Cfuba6NW4AIeMHk.jpg,golden_retriever,0.765778,1122,4112
438,717537687239008257,Twitter for iPhone,2016-06-04,02:21:30,11,10,a,None,https://pbs.twimg.com/media/CfU0t75W4AAUo9V.jpg,golden_retriever,0.779356,1667,5332
439,719367763014393856,Twitter for iPhone,2016-11-04,03:33:34,11,10,Sid,None,https://pbs.twimg.com/media/Cfu1KSRXEAACC5X.jpg,soft-coated_wheaten_terrier,0.0509709999999999,692,2604
440,720043174954147842,Twitter for iPhone,2016-13-04,00:17:25,11,10,Neptune,None,https://pbs.twimg.com/media/Cf4bcm8XEAAX4xV.jpg,Samoyed,0.954517,1820,4584
441,720059472081784833,Twitter for iPhone,2016-13-04,01:22:10,9,10,Charleson,None,https://pbs.twimg.com/media/Cf4qRcmWEAA9V4h.jpg,Mexican_hairless,0.451852,1021,3565
442,720389942216527872,Twitter for iPhone,2016-13-04,23:15:21,11,10,Ralphé,None,https://pbs.twimg.com/media/Cf9W1J-UMAErahM.jpg,Pembroke,0.873977,2270,5884
444,720775346191278080,Twitter for iPhone,2016-15-04,00:46:48,10,10,Berkeley,None,https://pbs.twimg.com/media/CgC1WqMW4AI1_N0.jpg,Newfoundland,0.4899699999999999,570,2260
445,720785406564900865,Twitter for iPhone,2016-15-04,01:26:47,12,10,Archie,None,https://pbs.twimg.com/media/CgC-gMCWcAAawUE.jpg,Chihuahua,0.8964219999999999,700,2864
446,721503162398597120,Twitter for iPhone,2016-17-04,00:58:53,11,10,Panda,None,https://pbs.twimg.com/media/CgNLS1PW8AAxWSN.jpg,Pomeranian,0.99775,1649,4238
